database,batch_time,batch_cpu,batch_memory,batch_time_per_record,number of records inserted
Redis,0.1471269130706787,12.8,11394.8203125,0.00014712691307067872,1000
Redis,0.1538832187652588,15.2,11365.75,0.0001538832187652588,1000
Redis,0.12856197357177734,12.7,11365.94140625,0.00012856197357177733,1000
Redis,0.1312410831451416,13.3,11365.94140625,0.0001312410831451416,1000
Redis,0.13178086280822754,14.8,11365.94140625,0.00013178086280822755,1000
Redis,0.1457216739654541,13.7,11366.1875,0.0001457216739654541,1000
Redis,0.1537318229675293,25.6,11412.4609375,0.0001537318229675293,1000
Redis,0.17171716690063477,33.8,11404.31640625,0.00017171716690063477,1000
Redis,0.15061521530151367,28.7,11446.82421875,0.00015061521530151367,1000
Redis,0.14794182777404785,34.4,11460.90234375,0.00014794182777404786,1000
Redis,0.16666150093078613,37.6,11494.33203125,0.00016666150093078613,1000
Redis,0.17435336112976074,39.6,11500.67578125,0.00017435336112976075,1000
Redis,0.16843414306640625,44.5,11506.58203125,0.00016843414306640626,1000
Redis,0.20945525169372559,46.2,11541.55078125,0.0002094552516937256,1000
Redis,0.18164300918579102,48.3,11548.6328125,0.000181643009185791,1000
Redis,0.170335054397583,45.9,11562.46484375,0.000170335054397583,1000
Redis,0.15743517875671387,29.9,11555.57421875,0.00015743517875671387,1000
Redis,0.13399600982666016,13.9,11555.8203125,0.00013399600982666015,1000
Redis,0.12905120849609375,13.5,11555.8203125,0.00012905120849609374,1000
Redis,0.125443696975708,13.9,11555.8203125,0.000125443696975708,1000
Redis,0.13325142860412598,14.2,11555.8203125,0.000133251428604126,1000
Redis,0.1342315673828125,13.9,11556.515625,0.0001342315673828125,1000
Redis,0.13090825080871582,14.3,11556.76171875,0.0001309082508087158,1000
Redis,0.14297938346862793,18.4,11564.390625,0.00014297938346862792,1000
Redis,0.15650558471679688,26.2,11670.23046875,0.00015650558471679688,1000
Redis,0.1598494052886963,42.5,11623.33203125,0.0001598494052886963,1000
Redis,0.14266538619995117,32.7,11653.84765625,0.00014266538619995116,1000
Redis,0.14241480827331543,26.8,11515.9140625,0.00014241480827331543,1000
Redis,0.13180065155029297,12.6,11516.1484375,0.00013180065155029297,1000
Redis,0.13464951515197754,13.8,11516.76953125,0.00013464951515197753,1000
Redis,0.13652777671813965,14.4,11516.76953125,0.00013652777671813965,1000
Redis,0.12806105613708496,11.0,11516.76953125,0.00012806105613708495,1000
Redis,0.1327378749847412,14.0,11516.77734375,0.00013273787498474122,1000
Redis,0.13260221481323242,13.2,11516.77734375,0.00013260221481323242,1000
Redis,0.12741661071777344,13.7,11517.0234375,0.00012741661071777343,1000
Redis,0.14802074432373047,27.5,11495.203125,0.00014802074432373048,1000
Redis,0.13524293899536133,12.1,11493.6796875,0.00013524293899536133,1000
Redis,0.13481426239013672,13.8,11493.6796875,0.00013481426239013672,1000
Redis,0.13657164573669434,13.0,11493.6796875,0.00013657164573669433,1000
Redis,0.13236308097839355,13.1,11493.6796875,0.00013236308097839357,1000
Redis,0.13901972770690918,27.7,11494.14453125,0.00013901972770690918,1000
Redis,0.14388298988342285,15.7,11515.046875,0.00014388298988342286,1000
Redis,0.1446692943572998,14.7,11516.5078125,0.0001446692943572998,1000
Redis,0.14222025871276855,13.2,11516.7265625,0.00014222025871276855,1000
Redis,0.1439352035522461,14.5,11516.7265625,0.0001439352035522461,1000
Redis,0.14125275611877441,13.9,11516.97265625,0.0001412527561187744,1000
Redis,0.1455233097076416,13.8,11516.97265625,0.0001455233097076416,1000
Redis,0.14308762550354004,13.8,11517.9296875,0.00014308762550354004,1000
Redis,0.1430065631866455,13.0,11518.1484375,0.0001430065631866455,1000
Redis,0.14388370513916016,14.8,11518.39453125,0.00014388370513916015,1000
Redis,0.1383833885192871,13.4,11518.39453125,0.00013838338851928712,1000
Redis,0.145308256149292,15.1,11518.640625,0.000145308256149292,1000
Redis,0.14292430877685547,12.3,11518.88671875,0.00014292430877685546,1000
Redis,0.14600324630737305,13.6,11518.88671875,0.00014600324630737303,1000
Redis,0.13346552848815918,13.2,11518.88671875,0.00013346552848815917,1000
Redis,0.13757085800170898,12.7,11519.37890625,0.000137570858001709,1000
Redis,0.14333701133728027,13.2,11498.99609375,0.00014333701133728026,1000
Redis,0.13474678993225098,14.7,11499.4765625,0.00013474678993225097,1000
Redis,0.13636064529418945,12.8,11499.4765625,0.00013636064529418945,1000
Redis,0.14263653755187988,13.2,11499.4765625,0.00014263653755187988,1000
Redis,0.14598703384399414,22.7,11496.875,0.00014598703384399413,1000
Redis,0.14477992057800293,19.3,11497.3515625,0.00014477992057800292,1000
Redis,0.13457727432250977,13.8,11497.53125,0.00013457727432250976,1000
Redis,0.13179802894592285,14.0,11497.77734375,0.00013179802894592286,1000
Redis,0.1345045566558838,13.2,11498.01171875,0.0001345045566558838,1000
Redis,0.12686467170715332,13.7,11496.75,0.00012686467170715333,1000
Redis,0.12558507919311523,13.0,11496.75,0.00012558507919311523,1000
Redis,0.13651609420776367,13.6,11496.75,0.00013651609420776368,1000
Redis,0.12726569175720215,12.9,11497.2109375,0.00012726569175720216,1000
Redis,0.1263418197631836,13.7,11497.45703125,0.0001263418197631836,1000
Redis,0.13078022003173828,16.3,11525.51171875,0.0001307802200317383,1000
Redis,0.14302706718444824,14.8,11525.7578125,0.00014302706718444824,1000
Redis,0.14953279495239258,13.6,11526.00390625,0.0001495327949523926,1000
Redis,0.13174986839294434,13.2,11526.25,0.00013174986839294435,1000
Redis,0.13066840171813965,13.3,11526.49609375,0.00013066840171813965,1000
Redis,0.13842463493347168,13.5,11526.49609375,0.00013842463493347169,1000
Redis,0.14768004417419434,14.3,11525.51171875,0.00014768004417419433,1000
Redis,0.13610053062438965,14.7,11525.50390625,0.00013610053062438964,1000
Redis,0.12841796875,15.5,11525.75,0.00012841796875,1000
Redis,0.1334834098815918,13.9,11526.73046875,0.0001334834098815918,1000
Redis,0.13176441192626953,13.3,11526.73046875,0.00013176441192626952,1000
Redis,0.1269850730895996,13.6,11526.9765625,0.00012698507308959962,1000
Redis,0.12942194938659668,13.5,11526.97265625,0.0001294219493865967,1000
Redis,0.12781977653503418,12.9,11527.19140625,0.00012781977653503418,1000
Redis,0.12975645065307617,14.2,11527.4375,0.00012975645065307619,1000
Redis,0.1312847137451172,13.5,11500.63671875,0.0001312847137451172,1000
Redis,0.15076184272766113,14.0,11500.51953125,0.00015076184272766113,1000
Redis,0.12834405899047852,13.6,11500.51953125,0.0001283440589904785,1000
Redis,0.13420605659484863,13.9,11501.50390625,0.00013420605659484862,1000
Redis,0.135329008102417,12.1,11501.72265625,0.000135329008102417,1000
Redis,0.13784003257751465,13.6,11501.96875,0.00013784003257751466,1000
Redis,0.1367645263671875,13.8,11501.96875,0.0001367645263671875,1000
Redis,0.13845157623291016,15.2,11502.20703125,0.00013845157623291015,1000
Redis,0.1352534294128418,15.6,11502.20703125,0.0001352534294128418,1000
Redis,0.13608360290527344,13.8,11502.6875,0.00013608360290527343,1000
Redis,0.1413266658782959,14.8,11502.6875,0.0001413266658782959,1000
Redis,0.12495088577270508,14.0,11502.68359375,0.00012495088577270508,1000
Redis,0.13702654838562012,12.7,11502.68359375,0.00013702654838562012,1000
Redis,0.13155579566955566,13.3,11502.68359375,0.00013155579566955566,1000
Redis,0.1309974193572998,15.9,11506.8671875,0.0001309974193572998,1000
Redis,0.140733003616333,15.9,11530.24609375,0.00014073300361633302,1000
Redis,0.14078283309936523,14.3,11531.21875,0.00014078283309936523,1000
Redis,0.13809943199157715,14.4,11529.50390625,0.00013809943199157715,1000
Redis,0.14056754112243652,13.5,11529.50390625,0.00014056754112243652,1000
Redis,0.13994479179382324,15.0,11529.75,0.00013994479179382324,1000
Redis,0.13772082328796387,13.6,11529.75,0.00013772082328796387,1000
Redis,0.13969850540161133,13.5,11529.99609375,0.00013969850540161133,1000
Redis,0.13805508613586426,12.8,11530.6015625,0.00013805508613586425,1000
Redis,0.1345195770263672,15.6,11530.84375,0.0001345195770263672,1000
Redis,0.13672757148742676,13.8,11531.08984375,0.00013672757148742675,1000
Redis,0.13890814781188965,13.5,11531.08984375,0.00013890814781188966,1000
Redis,0.13288474082946777,13.2,11531.3359375,0.00013288474082946778,1000
Redis,0.13403820991516113,13.1,11531.3359375,0.00013403820991516113,1000
Redis,0.13804841041564941,13.6,11531.58203125,0.00013804841041564943,1000
Redis,0.13910889625549316,13.6,11531.828125,0.00013910889625549317,1000
Redis,0.1364285945892334,16.2,11504.91796875,0.0001364285945892334,1000
Redis,0.1381075382232666,13.6,11504.91796875,0.0001381075382232666,1000
Redis,0.13825082778930664,13.6,11504.91796875,0.00013825082778930664,1000
Redis,0.13249993324279785,12.5,11504.91796875,0.00013249993324279785,1000
Redis,0.13806462287902832,13.6,11504.91796875,0.00013806462287902833,1000
Redis,0.1412200927734375,13.4,11504.91796875,0.0001412200927734375,1000
Redis,0.1294548511505127,13.6,11504.91796875,0.00012945485115051268,1000
Redis,0.13685083389282227,15.3,11505.41015625,0.00013685083389282227,1000
Redis,0.1467278003692627,22.4,11521.33984375,0.0001467278003692627,1000
Redis,0.13805389404296875,13.5,11521.33984375,0.00013805389404296874,1000
Redis,0.14109301567077637,13.3,11521.5859375,0.00014109301567077638,1000
Redis,0.14070487022399902,14.9,11521.6484375,0.00014070487022399902,1000
Redis,0.13811278343200684,12.0,11521.89453125,0.00013811278343200684,1000
Redis,0.15066933631896973,18.0,11549.94921875,0.00015066933631896972,1000
Redis,0.13822340965270996,13.6,11549.71875,0.00013822340965270996,1000
Redis,0.1528925895690918,15.4,11550.703125,0.0001528925895690918,1000
Redis,0.14781689643859863,14.3,11550.703125,0.00014781689643859864,1000
Redis,0.15395069122314453,13.1,11550.94921875,0.00015395069122314453,1000
Redis,0.14969968795776367,14.2,11550.9375,0.00014969968795776366,1000
Redis,0.1495051383972168,13.4,11551.4296875,0.0001495051383972168,1000
Redis,0.14593744277954102,13.6,11551.421875,0.00014593744277954101,1000
Redis,0.14942669868469238,14.2,11554.62109375,0.00014942669868469238,1000
Redis,0.13326501846313477,14.8,11555.9140625,0.00013326501846313475,1000
Redis,0.14352846145629883,11.5,11556.65234375,0.00014352846145629882,1000
Redis,0.15255117416381836,13.9,11556.8984375,0.00015255117416381836,1000
Redis,0.15270113945007324,13.8,11557.14453125,0.00015270113945007325,1000
Redis,0.15048003196716309,12.6,11557.14453125,0.00015048003196716308,1000
Redis,0.14950132369995117,14.0,11530.4375,0.00014950132369995117,1000
Redis,0.14884185791015625,13.6,11530.68359375,0.00014884185791015625,1000
Redis,0.14444279670715332,12.9,11529.30078125,0.00014444279670715332,1000
Redis,0.14783906936645508,14.3,11529.19140625,0.00014783906936645508,1000
Redis,0.14452600479125977,12.2,11529.0390625,0.00014452600479125977,1000
Redis,0.1449720859527588,13.7,11529.0390625,0.0001449720859527588,1000
Redis,0.14600753784179688,13.7,11530.26953125,0.00014600753784179687,1000
Redis,0.12983059883117676,15.9,11530.40625,0.00012983059883117675,1000
Redis,0.14785432815551758,12.9,11517.76953125,0.00014785432815551757,1000
Redis,0.14687180519104004,12.7,11517.76953125,0.00014687180519104003,1000
Redis,0.14612293243408203,13.7,11517.890625,0.00014612293243408203,1000
Redis,0.1463756561279297,14.4,11518.13671875,0.00014637565612792968,1000
Redis,0.1511385440826416,13.3,11518.13671875,0.0001511385440826416,1000
Redis,0.14924860000610352,13.7,11526.50390625,0.00014924860000610352,1000
Redis,0.15261125564575195,15.6,11546.19140625,0.00015261125564575194,1000
Redis,0.15113115310668945,16.4,11546.19140625,0.00015113115310668945,1000
Redis,0.147810697555542,14.3,11546.19140625,0.00014781069755554198,1000
Redis,0.1515946388244629,13.4,11547.171875,0.00015159463882446288,1000
Redis,0.14988446235656738,13.4,11547.171875,0.00014988446235656737,1000
Redis,0.14594268798828125,13.6,11547.41796875,0.00014594268798828126,1000
Redis,0.1431717872619629,13.0,11547.41796875,0.00014317178726196288,1000
Redis,0.1469101905822754,15.7,11548.15625,0.0001469101905822754,1000
Redis,0.12941575050354004,16.2,11549.34375,0.00012941575050354003,1000
Redis,0.12876296043395996,13.6,11549.58984375,0.00012876296043395997,1000
Redis,0.12721610069274902,13.6,11549.58984375,0.00012721610069274902,1000
Redis,0.1233675479888916,14.1,11549.8359375,0.0001233675479888916,1000
Redis,0.12752890586853027,12.7,11549.8359375,0.00012752890586853027,1000
Redis,0.12915802001953125,12.6,11550.08203125,0.00012915802001953124,1000
Redis,0.12808442115783691,13.6,11550.3203125,0.00012808442115783692,1000
Redis,0.12723159790039062,16.5,11523.40625,0.00012723159790039063,1000
Redis,0.1263141632080078,12.0,11523.65234375,0.0001263141632080078,1000
Redis,0.12442183494567871,14.9,11523.65234375,0.00012442183494567872,1000
Redis,0.13204336166381836,13.2,11523.65234375,0.00013204336166381837,1000
Redis,0.13185834884643555,14.0,11523.890625,0.00013185834884643554,1000
Redis,0.12553071975708008,13.0,11523.890625,0.00012553071975708008,1000
Redis,0.12705039978027344,14.6,11523.890625,0.00012705039978027345,1000
Redis,0.12872862815856934,14.4,11523.890625,0.00012872862815856934,1000
Redis,0.1336660385131836,12.4,11522.16796875,0.00013366603851318359,1000
Redis,0.12959671020507812,13.5,11522.4140625,0.00012959671020507812,1000
Redis,0.1336658000946045,13.1,11522.4140625,0.0001336658000946045,1000
Redis,0.12545537948608398,15.7,11522.66015625,0.00012545537948608398,1000
Redis,0.13243699073791504,11.4,11522.66015625,0.00013243699073791504,1000
Redis,0.13275432586669922,13.2,11522.66015625,0.00013275432586669922,1000
Redis,0.1306016445159912,17.9,11550.22265625,0.00013060164451599121,1000
Redis,0.13196563720703125,14.2,11550.22265625,0.00013196563720703125,1000
Redis,0.12972640991210938,14.6,11550.22265625,0.00012972640991210937,1000
Redis,0.12595272064208984,12.9,11548.44921875,0.00012595272064208984,1000
Redis,0.13500523567199707,13.0,11548.41796875,0.00013500523567199708,1000
Redis,0.1426694393157959,14.0,11548.91015625,0.0001426694393157959,1000
Redis,0.13217759132385254,12.4,11548.91015625,0.00013217759132385255,1000
Redis,0.12856364250183105,15.4,11549.12890625,0.00012856364250183106,1000
Redis,0.1402757167816162,15.9,11549.8359375,0.00014027571678161622,1000
Redis,0.1449720859527588,15.5,11550.8203125,0.0001449720859527588,1000
Redis,0.14052724838256836,13.3,11550.8203125,0.00014052724838256836,1000
Redis,0.1463472843170166,13.6,11550.8203125,0.0001463472843170166,1000
Redis,0.16588521003723145,13.4,11551.3359375,0.00016588521003723145,1000
Redis,0.13793730735778809,15.2,11551.58203125,0.0001379373073577881,1000
Redis,0.1353003978729248,12.1,11551.58203125,0.0001353003978729248,1000
Redis,0.1375102996826172,15.2,11523.4609375,0.00013751029968261719,1000
Redis,0.14203357696533203,14.2,11524.04296875,0.00014203357696533202,1000
Redis,0.1391894817352295,13.4,11524.28125,0.0001391894817352295,1000
Redis,0.1436786651611328,14.5,11524.28125,0.0001436786651611328,1000
Redis,0.14484930038452148,13.7,11524.52734375,0.0001448493003845215,1000
Redis,0.14569878578186035,13.6,11524.52734375,0.00014569878578186036,1000
Redis,0.14295101165771484,13.2,11524.7734375,0.00014295101165771485,1000
Redis,0.14423871040344238,12.2,11524.95703125,0.00014423871040344238,1000
Redis,0.14418244361877441,14.7,11525.19140625,0.00014418244361877442,1000
Redis,0.14098334312438965,14.0,11525.4375,0.00014098334312438965,1000
Redis,0.14376473426818848,13.0,11525.4375,0.0001437647342681885,1000
Redis,0.14191985130310059,14.7,11525.68359375,0.00014191985130310058,1000
Redis,0.1408841609954834,13.3,11525.68359375,0.00014088416099548339,1000
Redis,0.13506746292114258,12.3,11525.9296875,0.00013506746292114258,1000
Redis,0.13771891593933105,16.2,11553.984375,0.00013771891593933105,1000
Redis,0.14126992225646973,15.7,11554.046875,0.00014126992225646973,1000
Redis,0.1298224925994873,13.6,11554.046875,0.0001298224925994873,1000
Redis,0.1288599967956543,13.5,11554.29296875,0.00012885999679565429,1000
Redis,0.1307384967803955,14.2,11554.29296875,0.0001307384967803955,1000
Redis,0.12833952903747559,13.7,11554.5390625,0.00012833952903747558,1000
Redis,0.1441974639892578,14.4,11554.78515625,0.0001441974639892578,1000
Redis,0.15999794006347656,29.2,11532.22265625,0.00015999794006347657,1000
Redis,0.14711284637451172,12.2,11533.1953125,0.0001471128463745117,1000
Redis,0.13419032096862793,13.9,11533.49609375,0.00013419032096862794,1000
Redis,0.13663148880004883,12.0,11531.9453125,0.00013663148880004882,1000
Redis,0.1324293613433838,14.0,11532.4375,0.00013242936134338378,1000
Redis,0.14875340461730957,26.1,11532.9296875,0.00014875340461730958,1000
Redis,0.13557100296020508,13.0,11532.9296875,0.00013557100296020507,1000
Redis,0.12703871726989746,15.4,11533.421875,0.00012703871726989747,1000
Redis,0.13753771781921387,13.6,11504.91796875,0.00013753771781921387,1000
Redis,0.13873982429504395,15.3,11505.4609375,0.00013873982429504395,1000
Redis,0.13011693954467773,13.5,11505.4609375,0.00013011693954467773,1000
Redis,0.1350095272064209,13.1,11505.70703125,0.0001350095272064209,1000
Redis,0.1376962661743164,14.5,11505.70703125,0.0001376962661743164,1000
Redis,0.13504743576049805,13.1,11506.19921875,0.00013504743576049803,1000
Redis,0.1384429931640625,15.2,11506.19921875,0.0001384429931640625,1000
Redis,0.13826918601989746,14.5,11507.18359375,0.00013826918601989746,1000
Redis,0.1305546760559082,13.6,11507.18359375,0.0001305546760559082,1000
Redis,0.1375439167022705,14.4,11507.4296875,0.0001375439167022705,1000
Redis,0.13055896759033203,14.2,11507.4296875,0.00013055896759033204,1000
Redis,0.1410074234008789,14.0,11507.67578125,0.0001410074234008789,1000
Redis,0.14267492294311523,13.2,11507.921875,0.00014267492294311524,1000
Redis,0.13632726669311523,14.4,11508.16796875,0.00013632726669311523,1000
Redis,0.13793182373046875,14.8,11536.4609375,0.00013793182373046875,1000
Redis,0.14522004127502441,14.5,11536.4609375,0.0001452200412750244,1000
Redis,0.14194107055664062,12.5,11536.4609375,0.00014194107055664064,1000
Redis,0.1447436809539795,14.4,11536.70703125,0.0001447436809539795,1000
Redis,0.13375258445739746,12.3,11536.70703125,0.00013375258445739747,1000
Redis,0.12705302238464355,13.6,11536.953125,0.00012705302238464355,1000
Redis,0.12808799743652344,12.9,11536.953125,0.00012808799743652344,1000
Redis,0.12612223625183105,15.4,11537.19921875,0.00012612223625183106,1000
Redis,0.14269065856933594,13.2,11537.4453125,0.00014269065856933595,1000
Redis,0.14200901985168457,14.2,11538.18359375,0.00014200901985168457,1000
Redis,0.14242887496948242,13.0,11538.18359375,0.00014242887496948242,1000
Redis,0.1388235092163086,14.2,11538.4296875,0.0001388235092163086,1000
Redis,0.13989973068237305,14.2,11538.67578125,0.00013989973068237306,1000
Redis,0.1365952491760254,12.8,11538.921875,0.0001365952491760254,1000
Redis,0.1284470558166504,11.9,11538.921875,0.00012844705581665039,1000
Redis,0.13330960273742676,15.5,11512.34375,0.00013330960273742675,1000
Redis,0.14124703407287598,14.9,11512.48828125,0.00014124703407287597,1000
Redis,0.14517760276794434,13.7,11510.84765625,0.00014517760276794433,1000
Redis,0.1435258388519287,12.3,11510.84765625,0.0001435258388519287,1000
Redis,0.14128375053405762,13.9,11511.09375,0.00014128375053405761,1000
Redis,0.14096903800964355,14.0,11511.09375,0.00014096903800964357,1000
Redis,0.1390843391418457,11.8,11511.33984375,0.0001390843391418457,1000
Redis,0.14426159858703613,14.5,11511.83203125,0.00014426159858703613,1000
Redis,0.14830446243286133,21.8,11528.92578125,0.00014830446243286133,1000
Redis,0.14374279975891113,13.9,11528.71875,0.00014374279975891112,1000
Redis,0.14323186874389648,13.8,11528.71875,0.0001432318687438965,1000
Redis,0.14168834686279297,13.3,11528.71875,0.00014168834686279297,1000
Redis,0.14110684394836426,13.3,11529.42578125,0.00014110684394836426,1000
Redis,0.14083290100097656,15.9,11548.12890625,0.00014083290100097657,1000
Redis,0.13509368896484375,14.8,11556.4140625,0.00013509368896484376,1000
Redis,0.1364738941192627,13.9,11556.4140625,0.0001364738941192627,1000
Redis,0.13598275184631348,13.1,11556.65234375,0.00013598275184631347,1000
Redis,0.1380312442779541,13.5,11556.65234375,0.0001380312442779541,1000
Redis,0.14467668533325195,12.9,11557.63671875,0.00014467668533325195,1000
Redis,0.13224339485168457,13.2,11557.63671875,0.00013224339485168457,1000
Redis,0.14654755592346191,14.3,11558.12890625,0.0001465475559234619,1000
Redis,0.14859294891357422,13.3,11558.12890625,0.00014859294891357423,1000
Redis,0.14629650115966797,13.8,11559.17578125,0.00014629650115966796,1000
Redis,0.1454324722290039,12.8,11559.17578125,0.00014543247222900392,1000
Redis,0.14589476585388184,13.7,11550.93359375,0.00014589476585388184,1000
Redis,0.15841984748840332,12.6,11550.00390625,0.00015841984748840332,1000
Redis,0.1482398509979248,14.2,11550.00390625,0.0001482398509979248,1000
Redis,0.14284300804138184,13.0,11550.00390625,0.00014284300804138182,1000
Redis,0.13960051536560059,14.3,11521.390625,0.0001396005153656006,1000
Redis,0.13743305206298828,15.9,11521.390625,0.0001374330520629883,1000
Redis,0.13462281227111816,12.3,11521.609375,0.00013462281227111816,1000
Redis,0.1383955478668213,13.4,11521.609375,0.00013839554786682128,1000
Redis,0.13678193092346191,13.6,11521.609375,0.00013678193092346192,1000
Redis,0.13791656494140625,12.7,11521.609375,0.00013791656494140626,1000
Redis,0.14218807220458984,13.9,11521.609375,0.00014218807220458984,1000
Redis,0.14020729064941406,13.4,11521.578125,0.00014020729064941406,1000
Redis,0.13137269020080566,15.1,11508.734375,0.00013137269020080568,1000
Redis,0.1474912166595459,14.4,11508.734375,0.0001474912166595459,1000
Redis,0.1457827091217041,13.8,11508.63671875,0.0001457827091217041,1000
Redis,0.1476883888244629,14.4,11508.63671875,0.0001476883888244629,1000
Redis,0.1466662883758545,12.2,11508.63671875,0.0001466662883758545,1000
Redis,0.1483147144317627,14.4,11512.65234375,0.0001483147144317627,1000
Redis,0.14863944053649902,16.0,11529.6328125,0.00014863944053649901,1000
Redis,0.14840245246887207,16.0,11530.11328125,0.00014840245246887208,1000
Redis,0.14681124687194824,12.2,11528.0546875,0.00014681124687194823,1000
Redis,0.14623641967773438,13.0,11528.0234375,0.00014623641967773438,1000
Redis,0.14715337753295898,14.4,11528.6015625,0.000147153377532959,1000
Redis,0.14300942420959473,13.2,11528.6015625,0.00014300942420959474,1000
Redis,0.13341760635375977,14.0,11528.78125,0.00013341760635375978,1000
Redis,0.13344407081604004,14.0,11530.98828125,0.00013344407081604005,1000
Redis,0.14856195449829102,26.3,11536.44921875,0.00014856195449829102,1000
Redis,0.14439988136291504,27.4,11537.671875,0.00014439988136291505,1000
Redis,0.14469242095947266,25.9,11538.46484375,0.00014469242095947266,1000
Redis,0.15353631973266602,25.2,11538.40234375,0.000153536319732666,1000
Redis,0.14064860343933105,15.0,11531.0625,0.00014064860343933106,1000
Redis,0.15220403671264648,13.1,11530.94921875,0.00015220403671264648,1000
Redis,0.13207125663757324,15.0,11502.68359375,0.00013207125663757324,1000
Redis,0.14094138145446777,14.2,11502.68359375,0.00014094138145446776,1000
Redis,0.1402449607849121,13.4,11502.68359375,0.00014024496078491211,1000
Redis,0.12873530387878418,13.6,11502.68359375,0.0001287353038787842,1000
Redis,0.14023804664611816,13.3,11502.68359375,0.00014023804664611817,1000
Redis,0.14763283729553223,15.0,11502.9296875,0.00014763283729553222,1000
Redis,0.15131163597106934,12.5,11503.17578125,0.00015131163597106935,1000
Redis,0.14816999435424805,13.4,11503.17578125,0.00014816999435424805,1000
Redis,0.13443255424499512,15.6,11501.84765625,0.00013443255424499512,1000
Redis,0.13112592697143555,11.5,11501.84765625,0.00013112592697143554,1000
Redis,0.13306951522827148,14.8,11501.84765625,0.0001330695152282715,1000
Redis,0.1312577724456787,14.2,11501.84765625,0.0001312577724456787,1000
Redis,0.1329820156097412,12.3,11502.09375,0.00013298201560974122,1000
Redis,0.13245010375976562,12.4,11500.75390625,0.0001324501037597656,1000
Redis,0.1300678253173828,17.9,11521.58203125,0.0001300678253173828,1000
Redis,0.13832974433898926,14.4,11521.81640625,0.00013832974433898926,1000
Redis,0.13862037658691406,12.8,11521.05078125,0.00013862037658691408,1000
Redis,0.148484468460083,13.4,11521.140625,0.000148484468460083,1000
Redis,0.13795256614685059,14.4,11521.38671875,0.0001379525661468506,1000
Redis,0.14182400703430176,14.0,11521.38671875,0.00014182400703430175,1000
Redis,0.14958477020263672,13.4,11521.38671875,0.00014958477020263672,1000
Redis,0.13463115692138672,14.7,11522.34375,0.0001346311569213867,1000
Redis,0.13188529014587402,14.8,11522.34375,0.00013188529014587403,1000
Redis,0.13209319114685059,14.2,11522.890625,0.00013209319114685058,1000
Redis,0.13051319122314453,12.6,11522.8359375,0.00013051319122314454,1000
Redis,0.13068747520446777,12.5,11522.8359375,0.00013068747520446778,1000
Redis,0.13319134712219238,13.1,11523.08203125,0.00013319134712219238,1000
Redis,0.1351327896118164,13.8,11523.08203125,0.0001351327896118164,1000
Redis,0.13204121589660645,14.0,11523.08203125,0.00013204121589660645,1000
Redis,0.13616085052490234,12.1,11503.05078125,0.00013616085052490235,1000
Redis,0.13410210609436035,15.6,11503.05078125,0.00013410210609436036,1000
Redis,0.1318976879119873,14.0,11502.93359375,0.00013189768791198732,1000
Redis,0.12805938720703125,13.6,11502.93359375,0.00012805938720703125,1000
Redis,0.13073039054870605,14.2,11503.42578125,0.00013073039054870605,1000
Redis,0.12844324111938477,13.6,11503.890625,0.00012844324111938477,1000
Redis,0.1297452449798584,13.3,11503.8828125,0.0001297452449798584,1000
Redis,0.12759828567504883,13.7,11504.12890625,0.00012759828567504884,1000
Redis,0.13197851181030273,13.2,11504.12890625,0.00013197851181030273,1000
Redis,0.13400745391845703,14.2,11502.40625,0.00013400745391845703,1000
Redis,0.12924432754516602,14.3,11502.8984375,0.00012924432754516602,1000
Redis,0.14741182327270508,13.6,11503.14453125,0.00014741182327270507,1000
Redis,0.13990211486816406,14.2,11503.63671875,0.00013990211486816407,1000
Redis,0.13535284996032715,13.9,11503.63671875,0.00013535284996032715,1000
Redis,0.1298367977142334,15.5,11532.18359375,0.0001298367977142334,1000
Redis,0.13224148750305176,13.2,11533.28515625,0.00013224148750305174,1000
Redis,0.137192964553833,13.9,11533.28515625,0.000137192964553833,1000
Redis,0.1367487907409668,13.8,11533.28515625,0.0001367487907409668,1000
Redis,0.1285853385925293,13.6,11533.53125,0.0001285853385925293,1000
Redis,0.1328740119934082,13.2,11533.77734375,0.0001328740119934082,1000
Redis,0.1361558437347412,13.6,11533.77734375,0.0001361558437347412,1000
Redis,0.13104772567749023,14.3,11534.0234375,0.00013104772567749023,1000
Redis,0.13808560371398926,13.6,11534.0234375,0.00013808560371398926,1000
Redis,0.13888812065124512,15.0,11534.26953125,0.00013888812065124511,1000
Redis,0.13662266731262207,14.7,11534.26953125,0.00013662266731262208,1000
Redis,0.13875126838684082,14.4,11534.515625,0.00013875126838684083,1000
Redis,0.1347804069519043,13.1,11534.515625,0.00013478040695190428,1000
Redis,0.1328573226928711,15.6,11534.76171875,0.0001328573226928711,1000
Redis,0.13948798179626465,13.5,11534.76171875,0.00013948798179626464,1000
Redis,0.13864731788635254,15.0,11535.0078125,0.00013864731788635254,1000
Redis,0.13894295692443848,12.0,11513.203125,0.00013894295692443848,1000
Redis,0.13646531105041504,13.9,11513.203125,0.00013646531105041503,1000
Redis,0.14043450355529785,15.0,11513.203125,0.00014043450355529785,1000
Redis,0.13846969604492188,12.7,11513.203125,0.00013846969604492187,1000
Redis,0.15009188652038574,12.8,11513.203125,0.00015009188652038573,1000
Redis,0.14803671836853027,13.6,11513.203125,0.00014803671836853026,1000
Redis,0.14531612396240234,13.8,11513.7734375,0.00014531612396240234,1000
