database,batch_time,batch_cpu,batch_memory,batch_time_per_record,number of records inserted
MongoDB,0.027922868728637695,12.0,11125.42578125,2.7922868728637696e-05,1000
MongoDB,0.02904200553894043,12.0,11125.42578125,2.904200553894043e-05,1000
MongoDB,0.0250699520111084,13.0,11117.7890625,2.5069952011108398e-05,1000
MongoDB,0.028154611587524414,16.0,11118.02734375,2.8154611587524414e-05,1000
MongoDB,0.028774261474609375,8.0,11118.02734375,2.8774261474609376e-05,1000
MongoDB,0.0296783447265625,14.8,11118.02734375,2.96783447265625e-05,1000
MongoDB,0.02750873565673828,15.4,11118.3359375,2.750873565673828e-05,1000
MongoDB,0.030449628829956055,15.4,11118.3359375,3.0449628829956056e-05,1000
MongoDB,0.026287555694580078,16.7,11118.3359375,2.6287555694580077e-05,1000
MongoDB,0.029610633850097656,11.5,11118.81640625,2.9610633850097656e-05,1000
MongoDB,0.024521827697753906,13.0,11119.140625,2.4521827697753907e-05,1000
MongoDB,0.03088212013244629,18.5,11119.140625,3.088212013244629e-05,1000
MongoDB,0.027588605880737305,8.7,11119.140625,2.7588605880737306e-05,1000
MongoDB,0.02972698211669922,17.2,11119.1328125,2.9726982116699218e-05,1000
MongoDB,0.02838730812072754,12.5,11119.8671875,2.838730812072754e-05,1000
MongoDB,0.034955501556396484,15.6,11119.8671875,3.4955501556396485e-05,1000
MongoDB,0.027556419372558594,12.5,11120.35546875,2.7556419372558593e-05,1000
MongoDB,0.029175281524658203,11.5,11120.84765625,2.9175281524658204e-05,1000
MongoDB,0.031137943267822266,14.8,11121.0859375,3.1137943267822267e-05,1000
MongoDB,0.028763294219970703,14.8,11121.0859375,2.8763294219970702e-05,1000
MongoDB,0.02984786033630371,12.0,11121.578125,2.984786033630371e-05,1000
MongoDB,0.029363632202148438,11.5,11122.0703125,2.9363632202148437e-05,1000
MongoDB,0.029538869857788086,11.5,11122.3125,2.9538869857788085e-05,1000
MongoDB,0.024440765380859375,18.2,11122.30859375,2.4440765380859375e-05,1000
MongoDB,0.016453027725219727,7.1,11122.3046875,1.6453027725219727e-05,1000
MongoDB,0.01586461067199707,13.3,11122.84765625,1.586461067199707e-05,1000
MongoDB,0.017632246017456055,13.3,11132.69140625,1.7632246017456054e-05,1000
MongoDB,0.01516270637512207,23.1,11148.80078125,1.516270637512207e-05,1000
MongoDB,0.014334440231323242,15.4,11150.76953125,1.4334440231323242e-05,1000
MongoDB,0.015380382537841797,7.7,11150.640625,1.5380382537841798e-05,1000
MongoDB,0.015703678131103516,7.1,11151.1328125,1.5703678131103516e-05,1000
MongoDB,0.013369321823120117,9.1,11151.625,1.3369321823120118e-05,1000
MongoDB,0.018788814544677734,13.3,11151.86328125,1.8788814544677734e-05,1000
MongoDB,0.014046192169189453,14.3,11152.84765625,1.4046192169189453e-05,1000
MongoDB,0.016707420349121094,7.7,11152.84765625,1.6707420349121092e-05,1000
MongoDB,0.021636486053466797,15.0,11152.84765625,2.1636486053466797e-05,1000
MongoDB,0.014648675918579102,15.4,11152.84765625,1.4648675918579102e-05,1000
MongoDB,0.015602827072143555,18.8,11152.62109375,1.5602827072143554e-05,1000
MongoDB,0.021600723266601562,15.0,11152.6171875,2.160072326660156e-05,1000
MongoDB,0.027608394622802734,20.0,11153.3125,2.7608394622802735e-05,1000
MongoDB,0.0238192081451416,17.4,11153.8046875,2.3819208145141602e-05,1000
MongoDB,0.019594430923461914,11.8,11153.8046875,1.9594430923461915e-05,1000
MongoDB,0.02434086799621582,13.0,11159.7578125,2.434086799621582e-05,1000
MongoDB,0.028257131576538086,12.5,11160.0,2.8257131576538087e-05,1000
MongoDB,0.028566837310791016,18.5,11159.74609375,2.8566837310791015e-05,1000
MongoDB,0.023495912551879883,18.2,11159.73046875,2.3495912551879884e-05,1000
MongoDB,0.025771617889404297,9.1,11160.65234375,2.5771617889404295e-05,1000
MongoDB,0.02368330955505371,13.0,11161.1171875,2.368330955505371e-05,1000
MongoDB,0.020868778228759766,21.1,11161.1171875,2.0868778228759766e-05,1000
MongoDB,0.01988077163696289,5.6,11161.1171875,1.988077163696289e-05,1000
MongoDB,0.018140554428100586,13.3,11161.109375,1.8140554428100587e-05,1000
MongoDB,0.016876697540283203,18.8,11161.109375,1.6876697540283203e-05,1000
MongoDB,0.017557621002197266,17.6,11161.6015625,1.7557621002197265e-05,1000
MongoDB,0.02178955078125,5.6,11161.83984375,2.178955078125e-05,1000
MongoDB,0.01723170280456543,17.6,11162.33203125,1.723170280456543e-05,1000
MongoDB,0.013325691223144531,9.1,11162.33203125,1.3325691223144532e-05,1000
MongoDB,0.01340627670288086,21.4,11162.82421875,1.3406276702880859e-05,1000
MongoDB,0.014921188354492188,15.4,11162.82421875,1.4921188354492188e-05,1000
MongoDB,0.017681360244750977,16.7,11162.82421875,1.7681360244750977e-05,1000
MongoDB,0.013518810272216797,15.4,11163.30078125,1.3518810272216796e-05,1000
MongoDB,0.018450021743774414,6.7,11163.79296875,1.8450021743774415e-05,1000
MongoDB,0.01434636116027832,15.4,11164.26953125,1.434636116027832e-05,1000
MongoDB,0.0165712833404541,18.7,11164.00390625,1.65712833404541e-05,1000
MongoDB,0.014573335647583008,7.7,11164.00390625,1.4573335647583008e-05,1000
MongoDB,0.017807722091674805,13.3,11164.00390625,1.7807722091674805e-05,1000
MongoDB,0.01731562614440918,13.3,11164.00390625,1.731562614440918e-05,1000
MongoDB,0.022027254104614258,14.3,11164.7421875,2.2027254104614257e-05,1000
MongoDB,0.026911020278930664,16.0,11164.98046875,2.6911020278930665e-05,1000
MongoDB,0.030269622802734375,14.3,11164.98046875,3.0269622802734374e-05,1000
MongoDB,0.025894880294799805,12.5,11165.4609375,2.5894880294799806e-05,1000
MongoDB,0.02492833137512207,13.6,11166.41796875,2.492833137512207e-05,1000
MongoDB,0.028055191040039062,12.0,11166.984375,2.8055191040039062e-05,1000
MongoDB,0.0256192684173584,8.7,11167.2578125,2.5619268417358398e-05,1000
MongoDB,0.021466493606567383,15.8,11167.2578125,2.1466493606567384e-05,1000
MongoDB,0.02187204360961914,15.0,11167.50390625,2.187204360961914e-05,1000
MongoDB,0.02347540855407715,27.3,11167.99609375,2.3475408554077147e-05,1000
MongoDB,0.021888017654418945,15.0,11168.4609375,2.1888017654418947e-05,1000
MongoDB,0.01837158203125,6.3,11168.953125,1.837158203125e-05,1000
MongoDB,0.02052927017211914,11.8,11168.7890625,2.052927017211914e-05,1000
MongoDB,0.024285078048706055,17.4,11168.7890625,2.4285078048706053e-05,1000
MongoDB,0.019998788833618164,20.0,11169.28125,1.9998788833618164e-05,1000
MongoDB,0.021910905838012695,15.8,11169.265625,2.1910905838012694e-05,1000
MongoDB,0.024886131286621094,13.0,11169.265625,2.4886131286621093e-05,1000
MongoDB,0.026024818420410156,9.1,11169.5078125,2.6024818420410158e-05,1000
MongoDB,0.0196075439453125,16.7,11170.0,1.96075439453125e-05,1000
MongoDB,0.024995088577270508,13.0,11170.14453125,2.499508857727051e-05,1000
MongoDB,0.024788618087768555,14.3,11170.14453125,2.4788618087768556e-05,1000
MongoDB,0.02568960189819336,13.0,11170.63671875,2.568960189819336e-05,1000
MongoDB,0.025459766387939453,9.1,11171.12890625,2.5459766387939453e-05,1000
MongoDB,0.026271581649780273,13.0,11171.3359375,2.6271581649780274e-05,1000
MongoDB,0.02697920799255371,16.0,11171.609375,2.6979207992553712e-05,1000
MongoDB,0.026191234588623047,8.3,11171.609375,2.6191234588623047e-05,1000
MongoDB,0.021060705184936523,11.1,11171.609375,2.1060705184936522e-05,1000
MongoDB,0.02000713348388672,16.7,11171.609375,2.0007133483886718e-05,1000
MongoDB,0.022321462631225586,9.5,11172.1015625,2.2321462631225587e-05,1000
MongoDB,0.026755094528198242,13.0,11172.51953125,2.675509452819824e-05,1000
MongoDB,0.02043008804321289,20.0,11172.51953125,2.043008804321289e-05,1000
MongoDB,0.0206754207611084,15.8,11172.99609375,2.0675420761108397e-05,1000
MongoDB,0.028711795806884766,15.4,11173.48828125,2.8711795806884766e-05,1000
MongoDB,0.021111249923706055,15.8,11173.48828125,2.1111249923706054e-05,1000
MongoDB,0.02326369285583496,13.6,11173.98046875,2.326369285583496e-05,1000
MongoDB,0.025185823440551758,9.5,11174.47265625,2.5185823440551758e-05,1000
MongoDB,0.020510196685791016,16.7,11174.16015625,2.0510196685791015e-05,1000
MongoDB,0.025339126586914062,16.7,11174.65234375,2.5339126586914063e-05,1000
MongoDB,0.020855188369750977,15.8,11175.76171875,2.0855188369750976e-05,1000
MongoDB,0.022002458572387695,10.5,11175.76171875,2.2002458572387694e-05,1000
MongoDB,0.023804187774658203,17.4,11175.76171875,2.3804187774658203e-05,1000
MongoDB,0.020652055740356445,11.8,11175.6796875,2.0652055740356444e-05,1000
MongoDB,0.020184993743896484,11.1,11176.1875,2.0184993743896486e-05,1000
MongoDB,0.02181410789489746,10.5,11176.6796875,2.1814107894897462e-05,1000
MongoDB,0.01694464683532715,13.3,11176.7421875,1.6944646835327148e-05,1000
MongoDB,0.01923537254333496,11.1,11176.8984375,1.923537254333496e-05,1000
MongoDB,0.02064681053161621,5.9,11176.8984375,2.0646810531616212e-05,1000
MongoDB,0.018536090850830078,23.5,11148.40625,1.8536090850830077e-05,1000
MongoDB,0.021394729614257812,21.1,11148.8984375,2.1394729614257814e-05,1000
MongoDB,0.017229080200195312,12.5,11148.8984375,1.722908020019531e-05,1000
MongoDB,0.015411138534545898,14.3,11149.1640625,1.5411138534545897e-05,1000
MongoDB,0.04018378257751465,14.3,11149.65625,4.018378257751465e-05,1000
MongoDB,0.028685331344604492,14.8,11149.40234375,2.868533134460449e-05,1000
MongoDB,0.030070066452026367,17.9,11150.03515625,3.0070066452026368e-05,1000
MongoDB,0.03428459167480469,13.8,11150.26953125,3.428459167480469e-05,1000
MongoDB,0.03365492820739746,12.9,11150.26953125,3.365492820739746e-05,1000
MongoDB,0.019724130630493164,16.7,11150.26953125,1.9724130630493164e-05,1000
MongoDB,0.01575183868408203,14.3,11150.7578125,1.575183868408203e-05,1000
MongoDB,0.017780065536499023,12.5,11151.25,1.7780065536499024e-05,1000
MongoDB,0.01530313491821289,7.7,11151.7421875,1.5303134918212892e-05,1000
MongoDB,0.018718719482421875,11.8,11151.48828125,1.8718719482421875e-05,1000
MongoDB,0.021100282669067383,11.1,11151.98046875,2.1100282669067384e-05,1000
MongoDB,0.016059160232543945,20.0,11151.9375,1.6059160232543945e-05,1000
MongoDB,0.015580415725708008,25.0,11152.40234375,1.558041572570801e-05,1000
MongoDB,0.01976943016052246,5.9,11152.89453125,1.976943016052246e-05,1000
MongoDB,0.02208733558654785,10.5,11153.1328125,2.2087335586547853e-05,1000
MongoDB,0.019512653350830078,11.8,11153.625,1.9512653350830078e-05,1000
MongoDB,0.01556253433227539,20.0,11153.625,1.556253433227539e-05,1000
MongoDB,0.019488096237182617,17.6,11153.625,1.9488096237182618e-05,1000
MongoDB,0.02070903778076172,10.5,11153.625,2.070903778076172e-05,1000
MongoDB,0.025806188583374023,13.0,11153.8671875,2.5806188583374024e-05,1000
MongoDB,0.02418041229248047,13.6,11154.328125,2.418041229248047e-05,1000
MongoDB,0.02170538902282715,20.0,11155.3125,2.170538902282715e-05,1000
MongoDB,0.01929640769958496,16.7,11155.3125,1.929640769958496e-05,1000
MongoDB,0.01827692985534668,12.5,11156.23046875,1.827692985534668e-05,1000
MongoDB,0.016944169998168945,13.3,11156.72265625,1.6944169998168946e-05,1000
MongoDB,0.02118682861328125,15.0,11156.72265625,2.118682861328125e-05,1000
MongoDB,0.024998188018798828,13.6,11156.9609375,2.4998188018798827e-05,1000
MongoDB,0.020310163497924805,11.1,11157.453125,2.0310163497924804e-05,1000
MongoDB,0.019135713577270508,11.8,11157.9453125,1.9135713577270507e-05,1000
MongoDB,0.022525548934936523,14.3,11158.1875,2.2525548934936523e-05,1000
MongoDB,0.025548934936523438,18.2,11158.1875,2.5548934936523437e-05,1000
MongoDB,0.03424406051635742,15.6,11158.6796875,3.424406051635742e-05,1000
MongoDB,0.021282434463500977,11.1,11159.37109375,2.1282434463500977e-05,1000
MongoDB,0.014687538146972656,14.3,11160.18359375,1.4687538146972656e-05,1000
MongoDB,0.015856027603149414,7.7,11160.67578125,1.5856027603149413e-05,1000
MongoDB,0.014279603958129883,21.4,11161.1484375,1.4279603958129883e-05,1000
MongoDB,0.013409852981567383,16.7,11161.1484375,1.3409852981567382e-05,1000
MongoDB,0.013682126998901367,21.4,11161.640625,1.3682126998901367e-05,1000
MongoDB,0.014639854431152344,15.4,11161.640625,1.4639854431152345e-05,1000
MongoDB,0.019031524658203125,11.8,11162.09765625,1.9031524658203125e-05,1000
MongoDB,0.015218496322631836,15.4,11163.08203125,1.5218496322631837e-05,1000
MongoDB,0.015750646591186523,7.1,11163.3203125,1.5750646591186524e-05,1000
MongoDB,0.019643545150756836,11.8,11163.3203125,1.9643545150756837e-05,1000
MongoDB,0.016567230224609375,7.1,11163.8125,1.6567230224609375e-05,1000
MongoDB,0.019717931747436523,15.8,11164.3046875,1.9717931747436524e-05,1000
MongoDB,0.02211928367614746,15.8,11166.01953125,2.2119283676147462e-05,1000
MongoDB,0.02292633056640625,10.0,11166.01953125,2.292633056640625e-05,1000
MongoDB,0.02221226692199707,15.0,11166.01953125,2.2212266921997072e-05,1000
MongoDB,0.020792245864868164,10.5,11166.01953125,2.0792245864868165e-05,1000
MongoDB,0.02095317840576172,11.8,11166.51171875,2.095317840576172e-05,1000
MongoDB,0.02213311195373535,18.2,11167.00390625,2.213311195373535e-05,1000
MongoDB,0.04307389259338379,20.0,11167.59765625,4.307389259338379e-05,1000
MongoDB,0.03168368339538574,10.7,11168.08984375,3.168368339538574e-05,1000
MongoDB,0.01981663703918457,5.9,11168.58203125,1.981663703918457e-05,1000
MongoDB,0.018474340438842773,13.3,11168.3046875,1.8474340438842772e-05,1000
MongoDB,0.018023252487182617,16.7,11168.7265625,1.8023252487182617e-05,1000
MongoDB,0.016330480575561523,7.1,11168.7265625,1.6330480575561525e-05,1000
MongoDB,0.02037644386291504,11.8,11169.21875,2.037644386291504e-05,1000
MongoDB,0.016434669494628906,12.5,11169.21875,1.6434669494628907e-05,1000
MongoDB,0.017965316772460938,13.3,11169.7109375,1.796531677246094e-05,1000
MongoDB,0.020124435424804688,5.9,11169.94921875,2.0124435424804688e-05,1000
MongoDB,0.01951432228088379,16.7,11169.94921875,1.951432228088379e-05,1000
MongoDB,0.023152589797973633,19.0,11170.171875,2.315258979797363e-05,1000
MongoDB,0.020058155059814453,5.9,11170.90625,2.0058155059814452e-05,1000
MongoDB,0.020189523696899414,10.5,11170.90625,2.0189523696899413e-05,1000
MongoDB,0.019195556640625,17.6,11170.90625,1.9195556640625e-05,1000
MongoDB,0.02220320701599121,18.2,11171.3984375,2.220320701599121e-05,1000
MongoDB,0.022127866744995117,11.1,11171.890625,2.212786674499512e-05,1000
MongoDB,0.022516489028930664,14.3,11171.890625,2.2516489028930665e-05,1000
MongoDB,0.0210113525390625,5.9,11172.44140625,2.10113525390625e-05,1000
MongoDB,0.020694494247436523,11.1,11172.44140625,2.0694494247436525e-05,1000
MongoDB,0.022588253021240234,9.5,11172.44140625,2.2588253021240235e-05,1000
MongoDB,0.020445823669433594,20.0,11172.93359375,2.0445823669433594e-05,1000
MongoDB,0.02207207679748535,5.6,11173.25390625,2.207207679748535e-05,1000
MongoDB,0.02109384536743164,15.8,11174.22265625,2.109384536743164e-05,1000
MongoDB,0.02010321617126465,11.1,11174.703125,2.010321617126465e-05,1000
MongoDB,0.019885540008544922,16.7,11174.80078125,1.9885540008544923e-05,1000
MongoDB,0.01996779441833496,5.9,11175.16015625,1.9967794418334962e-05,1000
MongoDB,0.02131938934326172,25.0,11189.92578125,2.131938934326172e-05,1000
MongoDB,0.018840789794921875,23.5,11204.88671875,1.8840789794921875e-05,1000
MongoDB,0.022220134735107422,10.5,11204.82421875,2.222013473510742e-05,1000
MongoDB,0.03114032745361328,20.7,11204.81640625,3.114032745361328e-05,1000
MongoDB,0.03240680694580078,20.0,11204.81640625,3.240680694580078e-05,1000
MongoDB,0.02715754508972168,16.0,11205.30859375,2.715754508972168e-05,1000
MongoDB,0.01729869842529297,6.7,11205.30859375,1.7298698425292968e-05,1000
MongoDB,0.03895854949951172,11.8,11205.9453125,3.895854949951172e-05,1000
MongoDB,0.04668474197387695,15.0,11205.9453125,4.6684741973876954e-05,1000
MongoDB,0.03462576866149902,12.5,11206.0703125,3.462576866149902e-05,1000
MongoDB,0.03338885307312012,16.1,11205.81640625,3.338885307312012e-05,1000
MongoDB,0.03400850296020508,12.9,11205.81640625,3.400850296020508e-05,1000
MongoDB,0.027046680450439453,16.7,11205.7734375,2.704668045043945e-05,1000
MongoDB,0.0223848819732666,10.0,11205.7734375,2.23848819732666e-05,1000
MongoDB,0.024189472198486328,14.3,11206.265625,2.4189472198486328e-05,1000
MongoDB,0.023436784744262695,20.0,11206.265625,2.3436784744262696e-05,1000
MongoDB,0.022588253021240234,10.0,11206.59765625,2.2588253021240235e-05,1000
MongoDB,0.0414576530456543,9.1,11207.30859375,4.1457653045654296e-05,1000
MongoDB,0.03423714637756348,10.3,11207.51953125,3.4237146377563476e-05,1000
MongoDB,0.01856684684753418,11.1,11207.51953125,1.856684684753418e-05,1000
MongoDB,0.018045902252197266,6.7,11208.01171875,1.8045902252197265e-05,1000
MongoDB,0.017017126083374023,7.1,11208.50390625,1.7017126083374023e-05,1000
MongoDB,0.016619443893432617,18.7,11208.6171875,1.6619443893432616e-05,1000
MongoDB,0.016337871551513672,6.7,11208.36328125,1.633787155151367e-05,1000
MongoDB,0.016629934310913086,14.3,11208.8515625,1.6629934310913087e-05,1000
MongoDB,0.020174026489257812,5.9,11209.30078125,2.0174026489257812e-05,1000
MongoDB,0.037096261978149414,15.2,11209.9453125,3.709626197814941e-05,1000
MongoDB,0.03690290451049805,10.0,11209.9453125,3.690290451049805e-05,1000
MongoDB,0.053064823150634766,23.1,11209.9453125,5.3064823150634764e-05,1000
MongoDB,0.02280449867248535,15.0,11210.1640625,2.2804498672485352e-05,1000
MongoDB,0.02187371253967285,21.1,11210.3203125,2.1873712539672853e-05,1000
MongoDB,0.021886110305786133,15.0,11210.8125,2.1886110305786132e-05,1000
MongoDB,0.019035816192626953,16.7,11211.046875,1.9035816192626953e-05,1000
MongoDB,0.01912069320678711,11.8,11210.87890625,1.9120693206787108e-05,1000
MongoDB,0.023156404495239258,14.3,11211.37109375,2.3156404495239258e-05,1000
MongoDB,0.021153688430786133,15.8,11211.86328125,2.115368843078613e-05,1000
MongoDB,0.030673742294311523,16.7,11212.34375,3.0673742294311524e-05,1000
MongoDB,0.018543004989624023,15.8,11212.8359375,1.8543004989624025e-05,1000
MongoDB,0.028130054473876953,15.4,11212.83203125,2.8130054473876954e-05,1000
MongoDB,0.02716064453125,14.8,11213.32421875,2.716064453125e-05,1000
MongoDB,0.021375656127929688,15.8,11213.5625,2.137565612792969e-05,1000
MongoDB,0.02901315689086914,15.4,11213.55078125,2.901315689086914e-05,1000
MongoDB,0.02869725227355957,12.0,11213.7890625,2.869725227355957e-05,1000
MongoDB,0.03280949592590332,19.4,11214.7734375,3.280949592590332e-05,1000
MongoDB,0.03055739402770996,7.7,11215.50390625,3.055739402770996e-05,1000
MongoDB,0.02247476577758789,15.0,11215.50390625,2.2474765777587892e-05,1000
MongoDB,0.01589059829711914,18.7,11215.78515625,1.5890598297119142e-05,1000
MongoDB,0.023978471755981445,13.6,11216.27734375,2.3978471755981444e-05,1000
MongoDB,0.021822690963745117,5.9,11216.76953125,2.182269096374512e-05,1000
MongoDB,0.021805763244628906,14.3,11216.74609375,2.1805763244628905e-05,1000
MongoDB,0.021529197692871094,11.1,11216.7421875,2.1529197692871093e-05,1000
MongoDB,0.021443605422973633,15.8,11217.234375,2.1443605422973633e-05,1000
MongoDB,0.020693302154541016,15.0,11217.7265625,2.0693302154541015e-05,1000
MongoDB,0.024291038513183594,14.3,11217.7265625,2.4291038513183594e-05,1000
MongoDB,0.033583879470825195,12.9,11217.6796875,3.358387947082519e-05,1000
MongoDB,0.024508237838745117,16.7,11217.91796875,2.4508237838745118e-05,1000
MongoDB,0.026603221893310547,12.5,11218.6484375,2.6603221893310545e-05,1000
MongoDB,0.036309003829956055,20.0,11218.6484375,3.6309003829956054e-05,1000
MongoDB,0.03721165657043457,12.5,11218.453125,3.721165657043457e-05,1000
MongoDB,0.030135393142700195,14.8,11218.44921875,3.0135393142700197e-05,1000
MongoDB,0.0273590087890625,8.7,11218.94140625,2.73590087890625e-05,1000
MongoDB,0.024704933166503906,9.5,11218.93359375,2.4704933166503907e-05,1000
MongoDB,0.02304840087890625,14.3,11219.42578125,2.304840087890625e-05,1000
MongoDB,0.14964723587036133,13.4,11196.62109375,0.00014964723587036134,1000
MongoDB,0.017510175704956055,13.3,11196.58984375,1.7510175704956054e-05,1000
MongoDB,0.024764060974121094,26.1,11196.58203125,2.4764060974121093e-05,1000
MongoDB,0.024164438247680664,13.6,11197.07421875,2.4164438247680663e-05,1000
MongoDB,0.022281885147094727,15.0,11197.56640625,2.2281885147094725e-05,1000
MongoDB,0.021058082580566406,5.9,11198.05859375,2.1058082580566406e-05,1000
MongoDB,0.02132415771484375,10.5,11198.0546875,2.132415771484375e-05,1000
MongoDB,0.022221088409423828,14.3,11197.80078125,2.2221088409423828e-05,1000
MongoDB,0.021907567977905273,11.1,11198.78515625,2.1907567977905274e-05,1000
MongoDB,0.023657560348510742,12.5,11199.01953125,2.3657560348510743e-05,1000
MongoDB,0.02323460578918457,10.0,11199.51171875,2.323460578918457e-05,1000
MongoDB,0.021358966827392578,11.1,11200.00390625,2.1358966827392578e-05,1000
MongoDB,0.021004199981689453,10.0,11200.46875,2.1004199981689453e-05,1000
MongoDB,0.023221969604492188,10.0,11200.46875,2.322196960449219e-05,1000
MongoDB,0.026128768920898438,16.0,11200.78515625,2.6128768920898437e-05,1000
MongoDB,0.02742791175842285,12.5,11201.02734375,2.742791175842285e-05,1000
MongoDB,0.03080582618713379,17.2,11201.7734375,3.080582618713379e-05,1000
MongoDB,0.02856159210205078,8.7,11201.7734375,2.8561592102050783e-05,1000
MongoDB,0.02963423728942871,14.3,11202.75390625,2.963423728942871e-05,1000
MongoDB,0.026172399520874023,13.0,11202.75390625,2.6172399520874025e-05,1000
MongoDB,0.02581620216369629,9.1,11202.75390625,2.581620216369629e-05,1000
MongoDB,0.026298999786376953,9.1,11202.6171875,2.6298999786376953e-05,1000
MongoDB,0.027236223220825195,8.3,11203.109375,2.7236223220825194e-05,1000
MongoDB,0.03188514709472656,14.8,11203.109375,3.188514709472656e-05,1000
MongoDB,0.02638721466064453,19.2,11204.0546875,2.6387214660644532e-05,1000
MongoDB,0.02859187126159668,12.0,11203.80078125,2.859187126159668e-05,1000
MongoDB,0.026900768280029297,23.1,11204.28125,2.6900768280029296e-05,1000
MongoDB,0.024612903594970703,18.2,11204.765625,2.4612903594970702e-05,1000
MongoDB,0.022070884704589844,14.3,11205.1875,2.2070884704589844e-05,1000
MongoDB,0.02289581298828125,14.3,11205.1875,2.289581298828125e-05,1000
MongoDB,0.023897647857666016,14.3,11205.6796875,2.3897647857666014e-05,1000
MongoDB,0.022089004516601562,10.5,11205.6796875,2.208900451660156e-05,1000
MongoDB,0.022577524185180664,10.0,11206.1640625,2.2577524185180665e-05,1000
MongoDB,0.02359795570373535,13.6,11206.13671875,2.3597955703735352e-05,1000
MongoDB,0.05464339256286621,15.2,11206.33984375,5.464339256286621e-05,1000
MongoDB,0.029833316802978516,17.9,11206.3359375,2.9833316802978515e-05,1000
MongoDB,0.023296833038330078,22.7,11206.3359375,2.3296833038330078e-05,1000
MongoDB,0.019461393356323242,11.8,11206.828125,1.946139335632324e-05,1000
MongoDB,0.02287578582763672,10.5,11207.3203125,2.2875785827636717e-05,1000
MongoDB,0.02297377586364746,13.6,11207.6953125,2.297377586364746e-05,1000
MongoDB,0.020067453384399414,6.3,11208.1796875,2.0067453384399413e-05,1000
MongoDB,0.02260422706604004,14.3,11208.140625,2.260422706604004e-05,1000
MongoDB,0.019539833068847656,6.2,11208.140625,1.9539833068847657e-05,1000
MongoDB,0.020682573318481445,11.1,11208.52734375,2.0682573318481444e-05,1000
MongoDB,0.019683361053466797,16.7,11209.01953125,1.96833610534668e-05,1000
MongoDB,0.021231651306152344,10.5,11209.18359375,2.1231651306152345e-05,1000
MongoDB,0.02491903305053711,17.4,11209.18359375,2.491903305053711e-05,1000
MongoDB,0.03940773010253906,13.9,11209.921875,3.9407730102539065e-05,1000
MongoDB,0.036461830139160156,12.9,11210.40234375,3.646183013916015e-05,1000
MongoDB,0.03327584266662598,12.5,11210.40234375,3.3275842666625974e-05,1000
MongoDB,0.0305936336517334,14.8,11210.22265625,3.0593633651733396e-05,1000
MongoDB,0.03180265426635742,14.3,11210.70703125,3.180265426635742e-05,1000
MongoDB,0.03332352638244629,16.7,11211.421875,3.332352638244629e-05,1000
MongoDB,0.032614707946777344,14.3,11211.9140625,3.261470794677734e-05,1000
MongoDB,0.03862810134887695,18.4,11211.8359375,3.862810134887695e-05,1000
MongoDB,0.02434992790222168,13.6,11211.8359375,2.434992790222168e-05,1000
MongoDB,0.021058320999145508,10.5,11212.3203125,2.105832099914551e-05,1000
MongoDB,0.020373821258544922,16.7,11212.3203125,2.037382125854492e-05,1000
MongoDB,0.02158951759338379,5.3,11212.3203125,2.158951759338379e-05,1000
MongoDB,0.021436214447021484,15.8,11213.30078125,2.1436214447021484e-05,1000
MongoDB,0.02057933807373047,20.0,11213.30078125,2.057933807373047e-05,1000
MongoDB,0.02203822135925293,5.3,11213.79296875,2.203822135925293e-05,1000
MongoDB,0.020639896392822266,20.0,11214.26171875,2.0639896392822264e-05,1000
MongoDB,0.0209200382232666,15.8,11214.26171875,2.0920038223266603e-05,1000
MongoDB,0.024420738220214844,5.0,11213.6328125,2.4420738220214843e-05,1000
MongoDB,0.021378040313720703,10.0,11213.86328125,2.1378040313720702e-05,1000
MongoDB,0.023954391479492188,13.6,11213.71484375,2.3954391479492186e-05,1000
MongoDB,0.029200315475463867,18.5,11214.44140625,2.9200315475463866e-05,1000
MongoDB,0.0279538631439209,24.0,11229.9453125,2.79538631439209e-05,1000
MongoDB,0.018441438674926758,18.7,11238.5859375,1.844143867492676e-05,1000
MongoDB,0.016376018524169922,20.0,11239.48828125,1.6376018524169924e-05,1000
MongoDB,0.015874862670898438,7.1,11239.953125,1.5874862670898438e-05,1000
MongoDB,0.018787622451782227,21.1,11240.66015625,1.8787622451782227e-05,1000
MongoDB,0.016851425170898438,25.0,11241.6328125,1.685142517089844e-05,1000
MongoDB,0.018060684204101562,16.7,11242.34375,1.806068420410156e-05,1000
MongoDB,0.025066375732421875,17.4,11242.56640625,2.5066375732421874e-05,1000
MongoDB,0.043015241622924805,17.9,11242.56640625,4.301524162292481e-05,1000
MongoDB,0.025739669799804688,13.0,11242.8125,2.5739669799804686e-05,1000
MongoDB,0.021005868911743164,15.0,11243.53515625,2.1005868911743165e-05,1000
MongoDB,0.02208399772644043,10.5,11243.78125,2.208399772644043e-05,1000
MongoDB,0.02130866050720215,10.5,11244.984375,2.130866050720215e-05,1000
MongoDB,0.02108907699584961,15.8,11245.23046875,2.1089076995849608e-05,1000
MongoDB,0.01880502700805664,11.8,11244.125,1.880502700805664e-05,1000
MongoDB,0.02207493782043457,14.3,11244.80859375,2.207493782043457e-05,1000
MongoDB,0.0464167594909668,14.6,11245.28515625,4.64167594909668e-05,1000
MongoDB,0.021043062210083008,15.8,11245.75,2.1043062210083007e-05,1000
MongoDB,0.02686762809753418,15.4,11245.9765625,2.686762809753418e-05,1000
MongoDB,0.02272963523864746,15.0,11246.015625,2.272963523864746e-05,1000
