,time_Postgres,cpu_Postgres,memory_Postgres,time_per_record_Postgres,time_MongoDB,cpu_MongoDB,memory_MongoDB,time_per_record_MongoDB,time_Redis,cpu_Redis,memory_Redis,time_per_record_Redis,time_Neo4j,cpu_Neo4j,memory_Neo4j,time_per_record_Neo4j,time_Cassandra,cpu_Cassandra,memory_Cassandra,time_per_record_Cassandra
1,0.0017442703247070312,0.0593,9989.78125,0.0017442703247070312,0.0038843154907226562,0.028399999999999998,10017.59375,0.0038843154907226562,0.0008642673492431641,0.0198,10043.1875,0.0008642673492431641,0.010028600692749023,0.055,10043.07421875,0.010028600692749023,0.0014281272888183594,0.0352,10007.828125,0.0014281272888183594
10,0.0038671493530273438,0.0575,9991.1875,0.0003867149353027344,0.007699728012084961,0.0175,9988.921875,0.0007699728012084961,0.016965150833129883,0.0291,9988.01953125,0.0016965150833129882,0.024858951568603516,0.04100000000000001,9986.57421875,0.0024858951568603516,0.014283895492553711,0.029500000000000002,10029.3359375,0.0014283895492553712
100,0.003884553909301758,0.08310000000000001,10030.859375,3.884553909301758e-05,0.06710028648376465,0.0368,10034.82421875,0.0006710028648376465,0.029546260833740234,0.0152,10034.234375,0.00029546260833740234,0.03538680076599121,0.043,10034.296875,0.0003538680076599121,0.13580727577209473,0.0648,20054.91015625,0.0013580727577209473
1000,0.006304740905761719,0.0114,10011.4375,6.3047409057617185e-06,0.6926534175872803,0.31460000000000005,70123.60546875,0.0006926534175872803,0.1850745677947998,0.039099999999999996,20038.0,0.0001850745677947998,0.046720027923583984,0.04,10026.109375,4.6720027923583984e-05,1.2175490856170654,0.41150000000000003,130761.703125,0.0012175490856170654
10000,0.052535295486450195,0.0167,10065.2265625,5.25352954864502e-06,3.640714645385742,0.7400000000000002,371739.953125,0.0003640714645385742,1.755333423614502,0.3760000000000001,180558.90234375,0.00017553334236145019,0.2216651439666748,0.1469,30096.0,2.216651439666748e-05,9.170445680618286,2.167600000000001,922189.12890625,0.0009170445680618286
100000,0.4016759395599365,0.0635,40076.36328125,4.016759395599365e-06,32.80162858963013,7.2805999999999935,3194020.28515625,0.00032801628589630125,17.651846647262573,3.255900000000004,1744665.18359375,0.00017651846647262574,1.7237694263458252,0.6609000000000002,186302.1796875,1.723769426345825e-05,83.50060081481934,14.683399999999995,8839407.3984375,0.0008350060081481934
1000000,4.061434745788574,0.6182000000000001,437265.65234375,4.061434745788574e-06,296.36906599998474,50.67369999999992,32844914.14453125,0.0002963690659999847,182.59218525886536,33.46609999999999,19527503.76953125,0.00018259218525886535,33.763957262039185,8.255500000000007,4276383.5546875,3.376395726203918e-05,636.1679861545563,81.80100000000004,83563691.1328125,0.0006361679861545563
